session_id	session_ref	session_track	session_title	chair	chair_affiliation	discussant	discussant_affiliation	abstract_id
70809	BO28	Behaviour and Opinion	Identity formation under duress	Eline de Rooij	Canada	Delia Zollinger	University of Zurich, Switzerland	1289
70809	BO28	Behaviour and Opinion	Identity formation under duress	Eline de Rooij	Canada	Delia Zollinger	University of Zurich, Switzerland	1844
70808	BO27	Behaviour and Opinion	How to de-polarize polarized communities?	Sascha Göbel	NA	Romain Lachat	SciencesPo, France	239
70808	BO27	Behaviour and Opinion	How to de-polarize polarized communities?	Sascha Göbel	NA	Romain Lachat	SciencesPo, France	388
70808	BO27	Behaviour and Opinion	How to de-polarize polarized communities?	Sascha Göbel	NA	Romain Lachat	SciencesPo, France	846
70808	BO27	Behaviour and Opinion	How to de-polarize polarized communities?	Sascha Göbel	NA	Romain Lachat	SciencesPo, France	1531
70808	BO27	Behaviour and Opinion	How to de-polarize polarized communities?	Sascha Göbel	NA	Romain Lachat	SciencesPo, France	1933
70807	BO26	Behaviour and Opinion	Historical legacies, long-term attitudes and political mobilisation	Vicente Valentim	NA	Selim Erdem Aytaç	NA	614
70807	BO26	Behaviour and Opinion	Historical legacies, long-term attitudes and political mobilisation	Vicente Valentim	NA	Selim Erdem Aytaç	NA	1823
70807	BO26	Behaviour and Opinion	Historical legacies, long-term attitudes and political mobilisation	Vicente Valentim	NA	Selim Erdem Aytaç	NA	1874
70807	BO26	Behaviour and Opinion	Historical legacies, long-term attitudes and political mobilisation	Vicente Valentim	NA	Selim Erdem Aytaç	NA	1883
70806	BO25	Behaviour and Opinion	Historical legacies and the support for radical right parties	Joan Barcelo Soler	NA	Miguel Pereira	NA	554
70806	BO25	Behaviour and Opinion	Historical legacies and the support for radical right parties	Joan Barcelo Soler	NA	Miguel Pereira	NA	990
70806	BO25	Behaviour and Opinion	Historical legacies and the support for radical right parties	Joan Barcelo Soler	NA	Miguel Pereira	NA	1617
70806	BO25	Behaviour and Opinion	Historical legacies and the support for radical right parties	Joan Barcelo Soler	NA	Miguel Pereira	NA	814
70805	BO24	Behaviour and Opinion	Gender and politics	Eva Anduiza	NA	Michał Gulczyński	NA	367
70805	BO24	Behaviour and Opinion	Gender and politics	Eva Anduiza	NA	Michał Gulczyński	NA	456
70805	BO24	Behaviour and Opinion	Gender and politics	Eva Anduiza	NA	Michał Gulczyński	NA	1067
70805	BO24	Behaviour and Opinion	Gender and politics	Eva Anduiza	NA	Michał Gulczyński	NA	1616
70805	BO24	Behaviour and Opinion	Gender and politics	Eva Anduiza	NA	Michał Gulczyński	NA	1975
70804	BO23	Behaviour and Opinion	Feminism, political representation and attitudes	Thomas Scotto	University of Glasgow, United Kingdom	Paula Rettl	NA	1128
70804	BO23	Behaviour and Opinion	Feminism, political representation and attitudes	Thomas Scotto	University of Glasgow, United Kingdom	Paula Rettl	NA	1254
70804	BO23	Behaviour and Opinion	Feminism, political representation and attitudes	Thomas Scotto	University of Glasgow, United Kingdom	Paula Rettl	NA	1258
70804	BO23	Behaviour and Opinion	Feminism, political representation and attitudes	Thomas Scotto	University of Glasgow, United Kingdom	Paula Rettl	NA	1478
70804	BO23	Behaviour and Opinion	Feminism, political representation and attitudes	Thomas Scotto	University of Glasgow, United Kingdom	Paula Rettl	NA	1878
70803	BO22	Behaviour and Opinion	Elite responsiveness and party identification	Paul Gronke	NA	Sebastian Thieme	institutde. forAdvanced Study, Toulouse, France	550
70803	BO22	Behaviour and Opinion	Elite responsiveness and party identification	Paul Gronke	NA	Sebastian Thieme	institutde. forAdvanced Study, Toulouse, France	1613
70803	BO22	Behaviour and Opinion	Elite responsiveness and party identification	Paul Gronke	NA	Sebastian Thieme	institutde. forAdvanced Study, Toulouse, France	1791
70803	BO22	Behaviour and Opinion	Elite responsiveness and party identification	Paul Gronke	NA	Sebastian Thieme	institutde. forAdvanced Study, Toulouse, France	1935
70802	BO21	Behaviour and Opinion	Elite cues in times of crises or during campaigns	NA	NA	Jochen Müller	NA	457
70802	BO21	Behaviour and Opinion	Elite cues in times of crises or during campaigns	NA	NA	Jochen Müller	NA	873
70802	BO21	Behaviour and Opinion	Elite cues in times of crises or during campaigns	NA	NA	Jochen Müller	NA	963
70802	BO21	Behaviour and Opinion	Elite cues in times of crises or during campaigns	NA	NA	Jochen Müller	NA	1325
70801	BO20	Behaviour and Opinion	Place-based identity across the urban/rural divide	Lawrence McKay	NA	Pauliina Patana	NA	75
70801	BO20	Behaviour and Opinion	Place-based identity across the urban/rural divide	Lawrence McKay	NA	Pauliina Patana	NA	237
70801	BO20	Behaviour and Opinion	Place-based identity across the urban/rural divide	Lawrence McKay	NA	Pauliina Patana	NA	712
70801	BO20	Behaviour and Opinion	Place-based identity across the urban/rural divide	Lawrence McKay	NA	Pauliina Patana	NA	1381
70801	BO20	Behaviour and Opinion	Place-based identity across the urban/rural divide	Lawrence McKay	NA	Pauliina Patana	NA	1732
70800	BO19	Behaviour and Opinion	Economics and politics revisited: executive approval and the new calculus of support	Timothy Hellwig	Indiana University, USA	Ruth Dassonneville	Université de Montreal, Canada	1553
70800	BO19	Behaviour and Opinion	Economics and politics revisited: executive approval and the new calculus of support	Timothy Hellwig	Indiana University, USA	Ruth Dassonneville	Université de Montreal, Canada	1563
70800	BO19	Behaviour and Opinion	Economics and politics revisited: executive approval and the new calculus of support	Timothy Hellwig	Indiana University, USA	Ruth Dassonneville	Université de Montreal, Canada	1574
70800	BO19	Behaviour and Opinion	Economics and politics revisited: executive approval and the new calculus of support	Timothy Hellwig	Indiana University, USA	Ruth Dassonneville	Université de Montreal, Canada	1585
70800	BO19	Behaviour and Opinion	Economics and politics revisited: executive approval and the new calculus of support	Timothy Hellwig	Indiana University, USA	Ruth Dassonneville	Université de Montreal, Canada	1595
70800	BO19	Behaviour and Opinion	Economics and politics revisited: executive approval and the new calculus of support	Timothy Hellwig	Indiana University, USA	Ruth Dassonneville	Université de Montreal, Canada	1599
70799	BO18	Behaviour and Opinion	Economic Inequality and Social Cleavages	Florence So	NA	Liesbet Hooghe	University of North Carolina, USA	519
70799	BO18	Behaviour and Opinion	Economic Inequality and Social Cleavages	Florence So	NA	Liesbet Hooghe	University of North Carolina, USA	671
70799	BO18	Behaviour and Opinion	Economic Inequality and Social Cleavages	Florence So	NA	Liesbet Hooghe	University of North Carolina, USA	1280
70799	BO18	Behaviour and Opinion	Economic Inequality and Social Cleavages	Florence So	NA	Liesbet Hooghe	University of North Carolina, USA	1429
70798	BO17	Behaviour and Opinion	Economic conditions, elite cues and support for climate policy	Sarah Gomm	University of Zurich, Switzerland	Nick Vivyan	Durham University, United Kingdom	525
70798	BO17	Behaviour and Opinion	Economic conditions, elite cues and support for climate policy	Sarah Gomm	University of Zurich, Switzerland	Nick Vivyan	Durham University, United Kingdom	584
70798	BO17	Behaviour and Opinion	Economic conditions, elite cues and support for climate policy	Sarah Gomm	University of Zurich, Switzerland	Nick Vivyan	Durham University, United Kingdom	657
70798	BO17	Behaviour and Opinion	Economic conditions, elite cues and support for climate policy	Sarah Gomm	University of Zurich, Switzerland	Nick Vivyan	Durham University, United Kingdom	1722
70797	BO16	Behaviour and Opinion	Drivers of affective polarization	Jelle Koedam	NA	Elena Leuschner	NA	333
70797	BO16	Behaviour and Opinion	Drivers of affective polarization	Jelle Koedam	NA	Elena Leuschner	NA	1141
70797	BO16	Behaviour and Opinion	Drivers of affective polarization	Jelle Koedam	NA	Elena Leuschner	NA	1736
70797	BO16	Behaviour and Opinion	Drivers of affective polarization	Jelle Koedam	NA	Elena Leuschner	NA	1743
70796	BO14	Behaviour and Opinion	Democratic trade-offs, norms and polarization	Josep Maria Comellas	Universitat Pompeu Fabra,, Spain	Filip Milacic	Friedrich Ebert Foundation; Democracy Institute	331
70796	BO14	Behaviour and Opinion	Democratic trade-offs, norms and polarization	Josep Maria Comellas	Universitat Pompeu Fabra,, Spain	Filip Milacic	Friedrich Ebert Foundation; Democracy Institute	405
70796	BO14	Behaviour and Opinion	Democratic trade-offs, norms and polarization	Josep Maria Comellas	Universitat Pompeu Fabra,, Spain	Filip Milacic	Friedrich Ebert Foundation; Democracy Institute	1705
70796	BO14	Behaviour and Opinion	Democratic trade-offs, norms and polarization	Josep Maria Comellas	Universitat Pompeu Fabra,, Spain	Filip Milacic	Friedrich Ebert Foundation; Democracy Institute	1754
70796	BO14	Behaviour and Opinion	Democratic trade-offs, norms and polarization	Josep Maria Comellas	Universitat Pompeu Fabra,, Spain	Filip Milacic	Friedrich Ebert Foundation; Democracy Institute	1390
70795	BO13	Behaviour and Opinion	Democratic Support and Elections	Roberto Valli	ETH Zurich, Switzerland	Theresa Gessler	NA	348
70795	BO13	Behaviour and Opinion	Democratic Support and Elections	Roberto Valli	ETH Zurich, Switzerland	Theresa Gessler	NA	999
70795	BO13	Behaviour and Opinion	Democratic Support and Elections	Roberto Valli	ETH Zurich, Switzerland	Theresa Gessler	NA	1016
70795	BO13	Behaviour and Opinion	Democratic Support and Elections	Roberto Valli	ETH Zurich, Switzerland	Theresa Gessler	NA	1505
70795	BO13	Behaviour and Opinion	Democratic Support and Elections	Roberto Valli	ETH Zurich, Switzerland	Theresa Gessler	NA	1533
70794	BO12	Behaviour and Opinion	Democratic norms in the Context of Democratic Backsliding	Damien Bol	NA	Lasse Lausten	NA	438
70794	BO12	Behaviour and Opinion	Democratic norms in the Context of Democratic Backsliding	Damien Bol	NA	Lasse Lausten	NA	878
70794	BO12	Behaviour and Opinion	Democratic norms in the Context of Democratic Backsliding	Damien Bol	NA	Lasse Lausten	NA	1416
70794	BO12	Behaviour and Opinion	Democratic norms in the Context of Democratic Backsliding	Damien Bol	NA	Lasse Lausten	NA	1589
70794	BO12	Behaviour and Opinion	Democratic norms in the Context of Democratic Backsliding	Damien Bol	NA	Lasse Lausten	NA	343
70793	BO15	Behaviour and Opinion	Descriptive and Interest Representation	Roman Lachat	NA	Maria Grasso	NA	384
70793	BO15	Behaviour and Opinion	Descriptive and Interest Representation	Roman Lachat	NA	Maria Grasso	NA	552
70793	BO15	Behaviour and Opinion	Descriptive and Interest Representation	Roman Lachat	NA	Maria Grasso	NA	1825
70793	BO15	Behaviour and Opinion	Descriptive and Interest Representation	Roman Lachat	NA	Maria Grasso	NA	1843
70792	BO11	Behaviour and Opinion	Deliberative assemblies and democratic legitimacy	Stefanie Reher	NA	Martin Rosema	NA	207
70792	BO11	Behaviour and Opinion	Deliberative assemblies and democratic legitimacy	Stefanie Reher	NA	Martin Rosema	NA	1389
70791	BO10	Behaviour and Opinion	Decentralization and political behaviour	Sophia Hunger	NA	Francesc Amat	NA	752
70791	BO10	Behaviour and Opinion	Decentralization and political behaviour	Sophia Hunger	NA	Francesc Amat	NA	1535
70791	BO10	Behaviour and Opinion	Decentralization and political behaviour	Sophia Hunger	NA	Francesc Amat	NA	1927
70791	BO10	Behaviour and Opinion	Decentralization and political behaviour	Sophia Hunger	NA	Francesc Amat	NA	1719
70790	PC19	Political Communication	The Positives and Negatives of Campaigning	Marius Sältzer	GESIS, Germany	Thomas Zittel	Goethe-University Frankfurt, Germany	511
70790	PC19	Political Communication	The Positives and Negatives of Campaigning	Marius Sältzer	GESIS, Germany	Thomas Zittel	Goethe-University Frankfurt, Germany	756
70790	PC19	Political Communication	The Positives and Negatives of Campaigning	Marius Sältzer	GESIS, Germany	Thomas Zittel	Goethe-University Frankfurt, Germany	1691
70790	PC19	Political Communication	The Positives and Negatives of Campaigning	Marius Sältzer	GESIS, Germany	Thomas Zittel	Goethe-University Frankfurt, Germany	1802
70790	PC19	Political Communication	The Positives and Negatives of Campaigning	Marius Sältzer	GESIS, Germany	Thomas Zittel	Goethe-University Frankfurt, Germany	2012
70788	BO07	Behaviour and Opinion	Citizen representation preferences in times of crisis	Matthew Singer	NA	Lea Heyne	NA	344
70788	BO07	Behaviour and Opinion	Citizen representation preferences in times of crisis	Matthew Singer	NA	Lea Heyne	NA	634
70788	BO07	Behaviour and Opinion	Citizen representation preferences in times of crisis	Matthew Singer	NA	Lea Heyne	NA	1039
70788	BO07	Behaviour and Opinion	Citizen representation preferences in times of crisis	Matthew Singer	NA	Lea Heyne	NA	1367
70788	BO07	Behaviour and Opinion	Citizen representation preferences in times of crisis	Matthew Singer	NA	Lea Heyne	NA	118
70787	BO06	Behaviour and Opinion	Citizen perceptions of incumbents and parties	Jeff Gill	NA	Nick Vivyan	NA	698
70787	BO06	Behaviour and Opinion	Citizen perceptions of incumbents and parties	Jeff Gill	NA	Nick Vivyan	NA	1158
70787	BO06	Behaviour and Opinion	Citizen perceptions of incumbents and parties	Jeff Gill	NA	Nick Vivyan	NA	1637
70787	BO06	Behaviour and Opinion	Citizen perceptions of incumbents and parties	Jeff Gill	NA	Nick Vivyan	NA	1799
70787	BO06	Behaviour and Opinion	Citizen perceptions of incumbents and parties	Jeff Gill	NA	Nick Vivyan	NA	1854
70786	NA	NA	SE3 Scottish Independence Roundtable	NA	NA	NA	NA	2050
70785	NA	NA	Adam Smith Reception	NA	NA	NA	NA	NA
70783	NA	NA	SE2 Diversity Roundtable: Regional Inequalities	NA	NA	NA	NA	2048
70782	BO05	Behaviour and Opinion	Causes and consequences of political violence	Honorata Mazepus	NA	Kiran Auerbach	NA	368
70782	BO05	Behaviour and Opinion	Causes and consequences of political violence	Honorata Mazepus	NA	Kiran Auerbach	NA	426
70782	BO05	Behaviour and Opinion	Causes and consequences of political violence	Honorata Mazepus	NA	Kiran Auerbach	NA	880
70782	BO05	Behaviour and Opinion	Causes and consequences of political violence	Honorata Mazepus	NA	Kiran Auerbach	NA	1198
70781	BO04	Behaviour and Opinion	Attitudes towards racism and immigration	Heike Klüver	NA	Sara Hobolt	LSE, United Kingdom	2
70781	BO04	Behaviour and Opinion	Attitudes towards racism and immigration	Heike Klüver	NA	Sara Hobolt	LSE, United Kingdom	50
70781	BO04	Behaviour and Opinion	Attitudes towards racism and immigration	Heike Klüver	NA	Sara Hobolt	LSE, United Kingdom	373
70781	BO04	Behaviour and Opinion	Attitudes towards racism and immigration	Heike Klüver	NA	Sara Hobolt	LSE, United Kingdom	859
70781	BO04	Behaviour and Opinion	Attitudes towards racism and immigration	Heike Klüver	NA	Sara Hobolt	LSE, United Kingdom	913
70780	BO03	Behaviour and Opinion	Attitudes towards environmental awareness and climate policy	António Valentim	NA	Jordi Muñoz	NA	661
70780	BO03	Behaviour and Opinion	Attitudes towards environmental awareness and climate policy	António Valentim	NA	Jordi Muñoz	NA	1476
70780	BO03	Behaviour and Opinion	Attitudes towards environmental awareness and climate policy	António Valentim	NA	Jordi Muñoz	NA	1600
70780	BO03	Behaviour and Opinion	Attitudes towards environmental awareness and climate policy	António Valentim	NA	Jordi Muñoz	NA	1385
70780	BO03	Behaviour and Opinion	Attitudes towards environmental awareness and climate policy	António Valentim	NA	Jordi Muñoz	NA	719
70779	BO02	Behaviour and Opinion	Affective polarization considers Identity	Sirus Dehdari	NA	Julia Schulte-Cloos	NA	707
70779	BO02	Behaviour and Opinion	Affective polarization considers Identity	Sirus Dehdari	NA	Julia Schulte-Cloos	NA	824
70779	BO02	Behaviour and Opinion	Affective polarization considers Identity	Sirus Dehdari	NA	Julia Schulte-Cloos	NA	1351
70779	BO02	Behaviour and Opinion	Affective polarization considers Identity	Sirus Dehdari	NA	Julia Schulte-Cloos	NA	1503
70779	BO02	Behaviour and Opinion	Affective polarization considers Identity	Sirus Dehdari	NA	Julia Schulte-Cloos	NA	1678
70778	BO01	Behaviour and Opinion	Affective polarization around old and new divisions	Eelco Harteveld	University of Amsterdam, Netherlands	Fernando Feitosa	University of Brussels, Belgium	718
70778	BO01	Behaviour and Opinion	Affective polarization around old and new divisions	Eelco Harteveld	University of Amsterdam, Netherlands	Fernando Feitosa	University of Brussels, Belgium	726
70778	BO01	Behaviour and Opinion	Affective polarization around old and new divisions	Eelco Harteveld	University of Amsterdam, Netherlands	Fernando Feitosa	University of Brussels, Belgium	809
70778	BO01	Behaviour and Opinion	Affective polarization around old and new divisions	Eelco Harteveld	University of Amsterdam, Netherlands	Fernando Feitosa	University of Brussels, Belgium	1151
70778	BO01	Behaviour and Opinion	Affective polarization around old and new divisions	Eelco Harteveld	University of Amsterdam, Netherlands	Fernando Feitosa	University of Brussels, Belgium	1792
70730	PE22	Political Economy	HPE of Crisis	Asli Cansunar	NA	Elias Dinas	NA	507
70730	PE22	Political Economy	HPE of Crisis	Asli Cansunar	NA	Elias Dinas	NA	1028
70730	PE22	Political Economy	HPE of Crisis	Asli Cansunar	NA	Elias Dinas	NA	1441
70730	PE22	Political Economy	HPE of Crisis	Asli Cansunar	NA	Elias Dinas	NA	54
70730	PE22	Political Economy	HPE of Crisis	Asli Cansunar	NA	Elias Dinas	NA	901
70729	PE21	Political Economy	HPE of Democratisation	Carl Knutsen	NA	Patrick Kuhn	NA	178
70729	PE21	Political Economy	HPE of Democratisation	Carl Knutsen	NA	Patrick Kuhn	NA	735
70729	PE21	Political Economy	HPE of Democratisation	Carl Knutsen	NA	Patrick Kuhn	NA	783
70729	PE21	Political Economy	HPE of Democratisation	Carl Knutsen	NA	Patrick Kuhn	NA	1534
70729	PE21	Political Economy	HPE of Democratisation	Carl Knutsen	NA	Patrick Kuhn	NA	1888
70728	PE20	Political Economy	HPE of Economic Origins	Jean Lacroix	NA	Adriane Fresh	NA	568
70728	PE20	Political Economy	HPE of Economic Origins	Jean Lacroix	NA	Adriane Fresh	NA	639
70728	PE20	Political Economy	HPE of Economic Origins	Jean Lacroix	NA	Adriane Fresh	NA	1092
70728	PE20	Political Economy	HPE of Economic Origins	Jean Lacroix	NA	Adriane Fresh	NA	753
70728	PE20	Political Economy	HPE of Economic Origins	Jean Lacroix	NA	Adriane Fresh	NA	672
70727	PE19	Political Economy	HPE of the State	Patrick Kuhn	NA	Alice Xu	NA	160
70727	PE19	Political Economy	HPE of the State	Patrick Kuhn	NA	Alice Xu	NA	989
70727	PE19	Political Economy	HPE of the State	Patrick Kuhn	NA	Alice Xu	NA	1882
70727	PE19	Political Economy	HPE of the State	Patrick Kuhn	NA	Alice Xu	NA	962
70726	PE18	Political Economy	HPE of Identity	Lisa Blaydes	NA	Pavi Suryanarayan	NA	314
70726	PE18	Political Economy	HPE of Identity	Lisa Blaydes	NA	Pavi Suryanarayan	NA	445
70726	PE18	Political Economy	HPE of Identity	Lisa Blaydes	NA	Pavi Suryanarayan	NA	853
70726	PE18	Political Economy	HPE of Identity	Lisa Blaydes	NA	Pavi Suryanarayan	NA	1620
70726	PE18	Political Economy	HPE of Identity	Lisa Blaydes	NA	Pavi Suryanarayan	NA	330
70725	PE17	Political Economy	Political Economy of Elections	Selina Hofstetter	NA	Damien Bol	NA	313
70725	PE17	Political Economy	Political Economy of Elections	Selina Hofstetter	NA	Damien Bol	NA	1785
70725	PE17	Political Economy	Political Economy of Elections	Selina Hofstetter	NA	Damien Bol	NA	2005
70725	PE17	Political Economy	Political Economy of Elections	Selina Hofstetter	NA	Damien Bol	NA	1986
70724	PE16	Political Economy	Political Economy of Bureaucrats and Governance	Jon Kastellec	NA	Tugba Bozcaga	NA	652
70724	PE16	Political Economy	Political Economy of Bureaucrats and Governance	Jon Kastellec	NA	Tugba Bozcaga	NA	1060
70724	PE16	Political Economy	Political Economy of Bureaucrats and Governance	Jon Kastellec	NA	Tugba Bozcaga	NA	2039
70724	PE16	Political Economy	Political Economy of Bureaucrats and Governance	Jon Kastellec	NA	Tugba Bozcaga	NA	888
70724	PE16	Political Economy	Political Economy of Bureaucrats and Governance	Jon Kastellec	NA	Tugba Bozcaga	NA	1597
70721	PE15	Political Economy	Political Economy of Automation	Michael Becher	NA	Johanna Ida Plenter	NA	610
70721	PE15	Political Economy	Political Economy of Automation	Michael Becher	NA	Johanna Ida Plenter	NA	1118
70721	PE15	Political Economy	Political Economy of Automation	Michael Becher	NA	Johanna Ida Plenter	NA	1368
70721	PE15	Political Economy	Political Economy of Automation	Michael Becher	NA	Johanna Ida Plenter	NA	1765
70721	PE15	Political Economy	Political Economy of Automation	Michael Becher	NA	Johanna Ida Plenter	NA	1375
70719	PE14	Political Economy	Political Economy of Labour	Valentina Gonzalez-Rostani	NA	Paolo Agnolin	NA	318
70719	PE14	Political Economy	Political Economy of Labour	Valentina Gonzalez-Rostani	NA	Paolo Agnolin	NA	655
70719	PE14	Political Economy	Political Economy of Labour	Valentina Gonzalez-Rostani	NA	Paolo Agnolin	NA	1938
70719	PE14	Political Economy	Political Economy of Labour	Valentina Gonzalez-Rostani	NA	Paolo Agnolin	NA	1988
70719	PE14	Political Economy	Political Economy of Labour	Valentina Gonzalez-Rostani	NA	Paolo Agnolin	NA	1601
70717	PE13	Political Economy	Political Economy of Crimes	Bastian Becker	Humboldt University Berlin, Germany	Sergio Acenso	NA	377
70717	PE13	Political Economy	Political Economy of Crimes	Bastian Becker	Humboldt University Berlin, Germany	Sergio Acenso	NA	472
70717	PE13	Political Economy	Political Economy of Crimes	Bastian Becker	Humboldt University Berlin, Germany	Sergio Acenso	NA	497
70717	PE13	Political Economy	Political Economy of Crimes	Bastian Becker	Humboldt University Berlin, Germany	Sergio Acenso	NA	1250
70717	PE13	Political Economy	Political Economy of Crimes	Bastian Becker	Humboldt University Berlin, Germany	Sergio Acenso	NA	2042
70716	PE12	Political Economy	Political Economy of Dictators and Democracy	Katerina Tertytchnaya	NA	Tore Wig	NA	90
70716	PE12	Political Economy	Political Economy of Dictators and Democracy	Katerina Tertytchnaya	NA	Tore Wig	NA	415
70716	PE12	Political Economy	Political Economy of Dictators and Democracy	Katerina Tertytchnaya	NA	Tore Wig	NA	787
70716	PE12	Political Economy	Political Economy of Dictators and Democracy	Katerina Tertytchnaya	NA	Tore Wig	NA	1330
70715	PE11	Political Economy	Political Economy of Politicians	Hye Young You	NA	Despina Alexiadou	University of Strathclyde, United Kingdom	250
70715	PE11	Political Economy	Political Economy of Politicians	Hye Young You	NA	Despina Alexiadou	University of Strathclyde, United Kingdom	341
70715	PE11	Political Economy	Political Economy of Politicians	Hye Young You	NA	Despina Alexiadou	University of Strathclyde, United Kingdom	428
70715	PE11	Political Economy	Political Economy of Politicians	Hye Young You	NA	Despina Alexiadou	University of Strathclyde, United Kingdom	1104
70715	PE11	Political Economy	Political Economy of Politicians	Hye Young You	NA	Despina Alexiadou	University of Strathclyde, United Kingdom	1922
70714	PE10	Political Economy	Political Economy through Text Analysis	Hauke Licht	NA	Pamela Ban	NA	504
70714	PE10	Political Economy	Political Economy through Text Analysis	Hauke Licht	NA	Pamela Ban	NA	1163
70714	PE10	Political Economy	Political Economy through Text Analysis	Hauke Licht	NA	Pamela Ban	NA	1188
70714	PE10	Political Economy	Political Economy through Text Analysis	Hauke Licht	NA	Pamela Ban	NA	1650
70713	PE09	Political Economy	Preferences for Redistribution	Thomas Sattler	NA	Michele Fenzl	NA	266
70713	PE09	Political Economy	Preferences for Redistribution	Thomas Sattler	NA	Michele Fenzl	NA	654
70713	PE09	Political Economy	Preferences for Redistribution	Thomas Sattler	NA	Michele Fenzl	NA	660
70713	PE09	Political Economy	Preferences for Redistribution	Thomas Sattler	NA	Michele Fenzl	NA	1786
70712	PE08	Political Economy	Political Economy of Wealth	Julia de Romémont	NA	Simone Paci	Columbia University, USA	579
70712	PE08	Political Economy	Political Economy of Wealth	Julia de Romémont	NA	Simone Paci	Columbia University, USA	629
70712	PE08	Political Economy	Political Economy of Wealth	Julia de Romémont	NA	Simone Paci	Columbia University, USA	682
70712	PE08	Political Economy	Political Economy of Wealth	Julia de Romémont	NA	Simone Paci	Columbia University, USA	967
70712	PE08	Political Economy	Political Economy of Wealth	Julia de Romémont	NA	Simone Paci	Columbia University, USA	1916
70711	PE07	Political Economy	Political Economy of Housing	Alex Hartman	NA	Martin Vinæs Larsen	NA	403
70711	PE07	Political Economy	Political Economy of Housing	Alex Hartman	NA	Martin Vinæs Larsen	NA	1011
70711	PE07	Political Economy	Political Economy of Housing	Alex Hartman	NA	Martin Vinæs Larsen	NA	1442
70711	PE07	Political Economy	Political Economy of Housing	Alex Hartman	NA	Martin Vinæs Larsen	NA	1875
70711	PE07	Political Economy	Political Economy of Housing	Alex Hartman	NA	Martin Vinæs Larsen	NA	2008
70710	PE06	Political Economy	Mechanisms of Elite Political Influence: Evidence from Lobbying, Trade Associations and Entrepreneurship	Rebecca Perlman	Princeton University, USA	Florian Hollenbach	NA	251
70710	PE06	Political Economy	Mechanisms of Elite Political Influence: Evidence from Lobbying, Trade Associations and Entrepreneurship	Rebecca Perlman	Princeton University, USA	Florian Hollenbach	NA	449
70710	PE06	Political Economy	Mechanisms of Elite Political Influence: Evidence from Lobbying, Trade Associations and Entrepreneurship	Rebecca Perlman	Princeton University, USA	Florian Hollenbach	NA	1061
70710	PE06	Political Economy	Mechanisms of Elite Political Influence: Evidence from Lobbying, Trade Associations and Entrepreneurship	Rebecca Perlman	Princeton University, USA	Florian Hollenbach	NA	1193
70710	PE06	Political Economy	Mechanisms of Elite Political Influence: Evidence from Lobbying, Trade Associations and Entrepreneurship	Rebecca Perlman	Princeton University, USA	Florian Hollenbach	NA	1738
70709	PE05	Political Economy	Political Economy of Climate Change	Federica Genovese	NA	Silvia Pianta	NA	659
70709	PE05	Political Economy	Political Economy of Climate Change	Federica Genovese	NA	Silvia Pianta	NA	1315
70709	PE05	Political Economy	Political Economy of Climate Change	Federica Genovese	NA	Silvia Pianta	NA	1945
70709	PE05	Political Economy	Political Economy of Climate Change	Federica Genovese	NA	Silvia Pianta	NA	1970
70708	PE04	Political Economy	New Agendas in Historical Political Economy	Steve Wilkinson	NA	Jan Pierskalla	NA	196
70708	PE04	Political Economy	New Agendas in Historical Political Economy	Steve Wilkinson	NA	Jan Pierskalla	NA	528
70708	PE04	Political Economy	New Agendas in Historical Political Economy	Steve Wilkinson	NA	Jan Pierskalla	NA	855
70708	PE04	Political Economy	New Agendas in Historical Political Economy	Steve Wilkinson	NA	Jan Pierskalla	NA	1164
70708	PE04	Political Economy	New Agendas in Historical Political Economy	Steve Wilkinson	NA	Jan Pierskalla	NA	1501
70707	PE03	Political Economy	Money, Propaganda, and Power in Authoritarian Russia	Noah Buckley	NA	Olga Gasparayan	NA	1179
70707	PE03	Political Economy	Money, Propaganda, and Power in Authoritarian Russia	Noah Buckley	NA	Olga Gasparayan	NA	1571
70707	PE03	Political Economy	Money, Propaganda, and Power in Authoritarian Russia	Noah Buckley	NA	Olga Gasparayan	NA	1789
70706	PE02	Political Economy	Political Economy of the Environment	Jonas Bunte	NA	Toni Rodon	NA	469
70706	PE02	Political Economy	Political Economy of the Environment	Jonas Bunte	NA	Toni Rodon	NA	1355
70706	PE02	Political Economy	Political Economy of the Environment	Jonas Bunte	NA	Toni Rodon	NA	1751
70706	PE02	Political Economy	Political Economy of the Environment	Jonas Bunte	NA	Toni Rodon	NA	1015
70706	PE02	Political Economy	Political Economy of the Environment	Jonas Bunte	NA	Toni Rodon	NA	721
70704	IR22	IR & Conflict	Contentious Politics	Babak Daryakenari	NA	Matthew Rains	NA	437
70704	IR22	IR & Conflict	Contentious Politics	Babak Daryakenari	NA	Matthew Rains	NA	501
70704	IR22	IR & Conflict	Contentious Politics	Babak Daryakenari	NA	Matthew Rains	NA	1706
70704	IR22	IR & Conflict	Contentious Politics	Babak Daryakenari	NA	Matthew Rains	NA	1758
70703	IR21	IR & Conflict	Dynamics of Intrastate Conflict	Winnie Xia	University of Essex, United Kingdom	Miku Matsunaga	NA	688
70703	IR21	IR & Conflict	Dynamics of Intrastate Conflict	Winnie Xia	University of Essex, United Kingdom	Miku Matsunaga	NA	733
70703	IR21	IR & Conflict	Dynamics of Intrastate Conflict	Winnie Xia	University of Essex, United Kingdom	Miku Matsunaga	NA	1590
